arm,observer,goal_correct,final_entropy,engaged_fraction,error_reduction,posterior
human_control,39,1,0.026004425810506798,0.0,1.6339640071012744,"[0.9960328985483144, 3.211352336311671e-06, 4.134912449131419e-06, 6.731294197581657e-06, 0.00395302389270247]"
human_control,40,1,8.1694175356749e-05,0.42857142857142855,1.8487499288450149,"[7.167374888891433e-11, 1.296189708588023e-10, 0.9999937042765223, 5.865807935887539e-11, 6.295463526737618e-06]"
human_control,41,1,0.019883397873997004,0.0,1.5228947971437707,"[0.9971095868968443, 2.850452204404266e-06, 3.674633553892769e-06, 6.816825860107571e-06, 0.0028770711915371673]"
human_control,42,1,0.0002754253684584289,0.5714285714285714,1.3812037956938619,"[8.300112159018572e-13, 1.1195675023912752e-12, 1.1646011315593732e-12, 0.9999763638649044, 2.3636131981323787e-05]"
human_control,43,1,0.00512432728167893,0.21428571428571427,1.8221032435924294,"[1.6191088563146402e-10, 0.9993901006870876, 1.467096872804548e-10, 1.3050923367330492e-10, 0.0006098988737826785]"
human_control,44,1,0.03769384605344173,0.07142857142857142,1.886756770858141,"[1.3523628660848263e-06, 8.934498036424217e-07, 1.3312306619655814e-06, 0.9938072653644174, 0.006189157592250935]"
human_control,45,1,0.01406965316438082,0.14285714285714285,1.8524666151366163,"[4.630898552561086e-07, 2.969079500879107e-07, 3.4909115971773557e-07, 0.998059116500268, 0.0019397744107668958]"
human_control,46,1,0.005093826238095479,0.35714285714285715,1.846134621162576,"[0.9993954957256201, 3.4171108900764007e-07, 4.800697664272063e-07, 3.100792096129264e-07, 0.0006033724143147707]"
human_control,47,1,0.0001046974305566164,0.5714285714285714,1.8972415535044886,"[1.562491143565022e-12, 2.233875097942648e-12, 0.9999917603646247, 1.6482516138352635e-12, 8.239629930567315e-06]"
human_control,48,1,0.015641808219892164,0.0,1.6404131556629573,"[4.58941825138729e-05, 4.15483396674296e-05, 0.9979386924998939, 0.00010571292407177745, 0.001868152053853009]"
human_control,49,1,0.027479789266880564,0.42857142857142855,1.6121842548329532,"[6.576829102751253e-11, 7.133621018376464e-11, 8.757290501181605e-11, 0.99574445101195, 0.004255548763372802]"
human_control,50,1,0.007091992740421649,0.2857142857142857,1.8365291819714722,"[7.862606080308225e-07, 4.2941410359526377e-07, 0.9991188013152748, 2.9057574689261997e-07, 0.0008796924342667111]"
human_control,51,1,0.0232364866649074,0.0,1.6454712468010302,"[0.9965236064212017, 2.443913737500619e-06, 5.643875008193601e-06, 2.6355573649384826e-06, 0.0034656702326875287]"
human_control,52,1,2.6732388493639393e-05,0.42857142857142855,1.631897110490655,"[2.5661654777579273e-11, 2.2581082530756775e-11, 4.0433640117090974e-11, 0.9999981150728237, 1.8848384998912575e-06]"
human_control,53,1,0.038828644714839135,0.0,1.1413510773181936,"[0.9936011688148625, 4.125350614820975e-06, 7.130751819064487e-06, 4.299442692991996e-06, 0.0063832756400104915]"
human_control,54,1,0.008827726299698408,0.21428571428571427,1.8837454905898239,"[5.802670980476408e-10, 2.662468482138901e-10, 3.3527529058596323e-10, 0.9988654752398062, 0.001134523578404731]"
human_control,55,1,0.06611188567605501,0.14285714285714285,1.478078186114911,"[2.0369376355890167e-06, 0.9877635075885415, 2.8609294384928345e-06, 2.3758055600685208e-06, 0.01222921873882443]"
human_control,56,1,0.4508253180384043,0.0,1.5217805683320755,"[0.01255995847434575, 0.8993140618448696, 0.047264730772887474, 0.012926614562935656, 0.027934634344961518]"
human_control,57,1,0.2656527706720525,0.5,1.5439326440948635,"[1.8461395022373927e-09, 3.399952862356385e-09, 0.9252910538559613, 2.171178217788135e-09, 0.0747089387267682]"
human_control,58,1,0.011163184483743921,0.5714285714285714,1.5651577762284312,"[0.998513700246604, 6.783886864035734e-13, 7.752092881111753e-13, 9.804262593484679e-13, 0.0014862997509618814]"
human_control,59,1,0.00391401478821269,0.2857142857142857,1.668441894773782,"[5.235903516324836e-11, 5.893401878654848e-11, 0.999550480764174, 4.4931825224493206e-11, 0.0004495190796014966]"
