arm,observer,goal_correct,final_entropy,engaged_fraction,error_reduction,movement,process_accuracy,posterior
noninvertible,28,0,0.0037538010522068714,0.0,-6.87860768952675,1.5396669928587472,0.2916666666666667,"[9.06063504503269e-05, 0.999619073704703, 7.41649664047872e-05, 0.0002161549784416654]"
noninvertible,29,0,0.0029013161210750633,0.07142857142857142,-7.7328853334457,1.1549341650752707,0.4583333333333333,"[7.513327728224957e-05, 0.9997171003881345, 0.0001124729762045842, 9.529335837852035e-05]"
noninvertible,30,0,0.06922971099354717,0.0,-3.7358185029204782,1.5181270449415771,0.375,"[0.0021581506249188833, 0.006821236909593801, 0.0017782256114853832, 0.9892423868540019]"
noninvertible,31,0,0.23926582870134386,0.0,-2.42068047061991,1.3619218443250907,0.5833333333333334,"[0.952575725751728, 0.009691564482094068, 0.024589281490047594, 0.013143428276130308]"
noninvertible,32,0,0.004087691906918244,0.0,-6.8621485641094475,1.3975437056529638,0.4583333333333333,"[0.9995837262559962, 8.735433086045597e-05, 0.0002061646918841054, 0.00012275472125936808]"
noninvertible,33,1,0.0519754518118725,0.0,1.6160185963165872,1.5685139147545215,0.0,"[0.9921981251294811, 0.0013113511964710208, 0.005480747563680144, 0.0010097761103677427]"
noninvertible,34,0,0.2799057460951147,0.0,-2.3359416105271045,1.0632738738197691,0.4166666666666667,"[0.014700160066323603, 0.9428547536890776, 0.016335220727424545, 0.02610986551717423]"
noninvertible,35,0,0.031066250363192115,0.0,-4.629673212914511,1.3775510047300257,0.2916666666666667,"[0.002059557358613712, 0.0013609960460083197, 0.9958589872290996, 0.0007204593662783435]"
noninvertible,36,0,0.14740865195759228,0.0,-3.0397110504218654,1.1958740052998862,0.041666666666666664,"[0.97417840588099, 0.005765802415442918, 0.011070084968294112, 0.00898570673527292]"
noninvertible,37,0,0.26831016951107584,0.0,-2.133460002202768,1.0020812986368677,0.4166666666666667,"[0.029742307882025393, 0.010771917181264145, 0.9449629734612899, 0.014522801475420543]"
noninvertible,38,1,0.46519247941395747,0.07142857142857142,1.043978923543337,0.7565697546564625,0.9166666666666666,"[0.016042265027435346, 0.08446025825963338, 0.019731974252630922, 0.8797655024603005]"
noninvertible,39,0,0.2724779863298913,0.0,-2.1472105631602725,0.896447543450264,0.2916666666666667,"[0.9431788585954689, 0.011722369013742483, 0.033764942901817835, 0.011333829488970793]"
noninvertible,40,0,0.05690945270364927,0.0,-3.9554298983622846,1.0067657693471803,0.08333333333333333,"[0.0019536136306522135, 0.9915982735200399, 0.001814855980095218, 0.004633256869212813]"
noninvertible,41,1,0.0432788213803075,0.0,1.2081701771061404,1.1722177044962083,0.125,"[0.00119891241115133, 0.9939047926910054, 0.0032971922187538176, 0.0015991026790897452]"
noninvertible,42,1,0.0039006407611444876,0.0,1.1290377295834604,1.1256697343348516,0.4583333333333333,"[9.564051938326021e-05, 0.0001745019619770977, 0.00012355061576119116, 0.9996063069028783]"
noninvertible,43,0,0.22664805383428188,0.2857142857142857,-1.3428717289905279,1.1455286511843334,0.041666666666666664,"[0.0004471271604093111, 0.9418088022971327, 0.0003360365606672281, 0.057408033981790826]"
noninvertible,44,1,0.0037214683054969393,0.0,1.4657040400794046,1.4622795795260874,0.0,"[6.616169955574576e-05, 0.9996204325304086, 7.87818370863594e-05, 0.00023462393294944772]"
noninvertible,45,1,0.7394211507345616,0.0,0.8394632768432599,0.4567767920164208,0.20833333333333334,"[0.042768359301188934, 0.7764645033849582, 0.04281636113489145, 0.13795077617896123]"
noninvertible,46,0,1.0209041849195617,0.07142857142857142,0.46303076956621525,0.24946669957977913,0.20833333333333334,"[0.05689689366330787, 0.5166884341848583, 0.04953722247394599, 0.3768774496778876]"
noninvertible,47,0,0.7270483632818086,0.07142857142857142,-0.4558332563002554,0.6656365469914713,0.041666666666666664,"[0.026354047925328288, 0.7525727245603588, 0.027812258311086094, 0.19326096920322663]"
noninvertible,48,1,0.16927256587325057,0.0,1.4122182515501076,1.271871191172638,0.125,"[0.012384853150809942, 0.01039501961804719, 0.9695333201401013, 0.007686807091041515]"
noninvertible,49,1,0.004254390565655455,0.07142857142857142,1.1227037185588757,1.1190559331269352,0.0,"[8.28502109682779e-05, 0.9995625977344063, 0.0001126221978957659, 0.00024192985672953545]"
noninvertible,50,0,0.6969282009724391,0.7142857142857143,0.4224935927558974,0.605390813971948,0.25,"[0.5080856260724955, 0.0002163388967432903, 0.49146413363907987, 0.0002339013916815114]"
noninvertible,51,0,0.35120995004508576,0.0,-0.8772263172376813,0.6265990481669051,0.4583333333333333,"[0.08667661273498489, 0.004675730175578124, 0.904386250543715, 0.00426140654572192]"
noninvertible,52,1,0.3406894406432043,0.0,1.4987944932840933,1.2213803472464397,0.4166666666666667,"[0.04131118248957727, 0.022802052618037316, 0.9246590888740411, 0.011227676018344205]"
noninvertible,53,0,0.26504133046633643,0.0,-1.9265170310587991,1.2204301526007546,0.20833333333333334,"[0.9449821425928355, 0.014921797017744034, 0.032228385781683855, 0.007867674607736751]"
noninvertible,54,1,0.7276840258169684,0.07142857142857142,1.1331192796862284,0.688069778373243,0.4166666666666667,"[0.755158009838823, 0.02744332548533011, 0.18851034441859738, 0.028888320257249526]"
noninvertible,55,0,0.06517410755846748,0.0,-3.6184424514486864,1.4840211137400563,0.16666666666666666,"[0.002118570858394322, 0.9899112942540176, 0.001321683184492644, 0.0066484517030953715]"
noninvertible,56,0,0.5302547001842814,0.0,-1.024266983302294,1.1077413465024102,0.25,"[0.01890196127010247, 0.08070708402224765, 0.03805382941461112, 0.862337125293039]"
noninvertible,57,0,0.19739877024864438,0.42857142857142855,-2.1759402134545764,1.3347310991086365,0.125,"[0.04052358397197976, 0.0019335957434952335, 0.9556203222462725, 0.0019224980382524948]"
noninvertible,58,0,0.7696982627535458,0.0,-0.7200181003520016,0.316655593161264,0.0,"[0.775244711061956, 0.07630497231845075, 0.10124099452928337, 0.04720932209031005]"
noninvertible,59,0,0.09161791449581029,0.0,-3.6507575889017008,1.4910097338356327,0.041666666666666664,"[0.985231289224149, 0.003217858364681369, 0.008192471914153746, 0.003358380497015913]"
